transaction_id,month,month_number,department,category,subcategory,vendor,actual_amount,budget_amount,variance_amt,variance_pct,status,approver,notes
TXN-1405,Jul-23,1,Retail Banking,Staff Costs,Superannuation,AustralianSuper,44325.87,43288.46,1037.41,2.4,On Track,M.Chen,
TXN-1406,Sep-23,3,Retail Banking,Marketing,Print,Various Suppliers,4200.72,4130.36,70.36,1.7,On Track,S.Patel,
TXN-1407,Nov-23,5,Business Banking,Marketing,Digital Marketing,Various Suppliers,6273.47,6777.78,-504.31,-7.44,Monitor,M.Chen,
TXN-1408,Oct-23,4,Finance,Staff Costs,Recruitment,Various Suppliers,75528.33,81057.49,-5529.16,-6.82,Monitor,S.Patel,
TXN-1409,Dec-23,6,Business Banking,Marketing,Print,Various Suppliers,4742.57,4544.9,197.67,4.35,On Track,S.Patel,
TXN-1410,Jun-24,12,Risk,Technology,IT Support,Various Suppliers,17179.81,17157.0,22.81,0.13,On Track,M.Chen,
TXN-1411,Jun-24,12,Finance,Technology,Cloud Services,AWS,26208.53,23713.01,2495.52,10.52,Monitor,R.Wong,
TXN-1412,Dec-23,6,Retail Banking,Occupancy,Rent,Charter Hall,10149.22,10632.49,-483.27,-4.55,On Track,S.Patel,
TXN-1413,Aug-23,2,Insurance,Marketing,Events,Various Suppliers,6158.33,5616.27,542.06,9.65,Monitor,M.Chen,
TXN-1414,Jun-24,12,Markets,Staff Costs,Salaries,Payroll Direct,77091.14,77395.79,-304.65,-0.39,Approved,S.Patel,
TXN-1415,Feb-24,8,Business Banking,Marketing,Advertising,Meta,7827.98,7662.58,165.4,2.16,On Track,R.Wong,
TXN-1416,Apr-24,10,Retail Banking,Professional Fees,Audit Fees,KPMG,16667.04,17836.78,-1169.74,-6.56,Monitor,A.Johnson,
TXN-1417,Jun-24,12,Operations,Occupancy,Security,Various Suppliers,7438.61,8098.5,-659.89,-8.15,Monitor,M.Chen,
TXN-1418,Apr-24,10,Business Banking,Technology,Software Licenses,Salesforce,13413.52,12914.63,498.89,3.86,On Track,J.Smith,
TXN-1419,Mar-24,9,Operations,Technology,IT Support,Various Suppliers,13778.68,14750.03,-971.35,-6.59,Monitor,J.Smith,
TXN-1420,Sep-23,3,Markets,Operations,Subscriptions,Various Suppliers,2972.74,3184.74,-212.0,-6.66,Monitor,M.Chen,
TXN-1421,Aug-23,2,Insurance,Occupancy,Security,Various Suppliers,15866.48,15105.42,761.06,5.04,Monitor,M.Chen,
TXN-1422,Jul-23,1,IT,Professional Fees,Compliance,Various Suppliers,8789.01,8089.24,699.77,8.65,Monitor,M.Chen,
TXN-1423,Aug-23,2,Retail Banking,Staff Costs,Superannuation,AustralianSuper,23256.24,22793.82,462.42,2.03,On Track,J.Smith,
TXN-1424,Apr-24,10,Risk,Occupancy,Rent,Dexus Property,21946.07,20619.43,1326.64,6.43,Monitor,A.Johnson,
TXN-1425,Sep-23,3,Business Banking,Occupancy,Rent,Dexus Property,20903.33,19024.7,1878.63,9.87,Monitor,R.Wong,
TXN-1426,Jan-24,7,IT,Professional Fees,Legal Fees,Allens,32328.52,30212.99,2115.53,7.0,Monitor,M.Chen,
TXN-1427,Sep-23,3,Markets,Occupancy,Security,Various Suppliers,3658.34,3745.54,-87.2,-2.33,On Track,M.Chen,
TXN-1428,May-24,11,Markets,Professional Fees,Advisory,Various Suppliers,7439.16,7111.5,327.66,4.61,On Track,M.Chen,
TXN-1429,Jan-24,7,Insurance,Operations,Subscriptions,Various Suppliers,7753.68,8222.26,-468.58,-5.7,Monitor,J.Smith,
TXN-1430,Jan-24,7,Operations,Professional Fees,Compliance,Various Suppliers,18761.36,19007.7,-246.34,-1.3,On Track,S.Patel,
TXN-1431,Jan-24,7,Markets,Technology,Software Licenses,Adobe,17323.58,15692.75,1630.83,10.39,Monitor,S.Patel,
TXN-1432,Jul-23,1,HR,Marketing,Digital Marketing,Various Suppliers,11700.77,10765.02,935.75,8.69,Monitor,M.Chen,
TXN-1433,Nov-23,5,Finance,Operations,Postage,Various Suppliers,7120.46,7807.82,-687.36,-8.8,Monitor,A.Johnson,
TXN-1434,Dec-23,6,Wealth Management,Technology,Cloud Services,Google Cloud,9927.12,10399.86,-472.74,-4.55,On Track,S.Patel,
TXN-1435,Apr-24,10,Retail Banking,Operations,Travel,Airbnb Business,6981.47,7069.59,-88.12,-1.25,On Track,M.Chen,
TXN-1436,Feb-24,8,Finance,Occupancy,Utilities,Origin Energy,3721.31,3390.98,330.33,9.74,Monitor,R.Wong,
TXN-1437,Oct-23,4,Retail Banking,Marketing,Print,Various Suppliers,4314.94,4413.44,-98.5,-2.23,On Track,M.Chen,
TXN-1438,Dec-23,6,Wealth Management,Occupancy,Rent,Dexus Property,5806.53,6044.25,-237.72,-3.93,On Track,M.Chen,
TXN-1439,Aug-23,2,Finance,Occupancy,Rent,GPT Group,16386.22,16917.59,-531.37,-3.14,On Track,R.Wong,
TXN-1440,Aug-23,2,Operations,Occupancy,Maintenance,Various Suppliers,21541.35,22542.39,-1001.04,-4.44,On Track,A.Johnson,
TXN-1441,May-24,11,HR,Operations,Travel,Qantas,8632.6,8739.61,-107.01,-1.22,On Track,R.Wong,
TXN-1442,Dec-23,6,Insurance,Operations,Subscriptions,Various Suppliers,4851.42,5078.46,-227.04,-4.47,On Track,S.Patel,
TXN-1443,Sep-23,3,Wealth Management,Operations,Postage,Various Suppliers,10283.71,10840.74,-557.03,-5.14,Monitor,R.Wong,
TXN-1444,Jul-23,1,Wealth Management,Marketing,Digital Marketing,Various Suppliers,7855.94,7233.92,622.02,8.6,Monitor,A.Johnson,
TXN-1445,Sep-23,3,Operations,Operations,Postage,Various Suppliers,4488.32,4326.31,162.01,3.74,On Track,J.Smith,
TXN-1446,Jun-24,12,Operations,Professional Fees,Legal Fees,Allens,13387.37,13904.59,-517.22,-3.72,On Track,S.Patel,
TXN-1447,Nov-23,5,Business Banking,Operations,Postage,Various Suppliers,4938.28,5167.99,-229.71,-4.44,On Track,M.Chen,
TXN-1448,Jan-24,7,HR,Professional Fees,Consulting,Deloitte,9057.14,9019.99,37.15,0.41,On Track,R.Wong,
TXN-1449,May-24,11,Insurance,Technology,IT Support,Various Suppliers,22678.66,20562.35,2116.31,10.29,Monitor,J.Smith,
TXN-1450,Dec-23,6,Markets,Staff Costs,Salaries,Payroll Direct,21098.1,20572.58,525.52,2.55,Approved,J.Smith,
TXN-1451,Mar-24,9,Business Banking,Occupancy,Cleaning,Various Suppliers,16385.59,16160.53,225.06,1.39,On Track,M.Chen,
TXN-1452,Apr-24,10,IT,Technology,Software Licenses,Microsoft,10274.01,11248.8,-974.79,-8.67,Monitor,A.Johnson,
TXN-1453,Jun-24,12,Finance,Operations,Subscriptions,Various Suppliers,8096.88,7768.8,328.08,4.22,On Track,J.Smith,
TXN-1454,Jul-23,1,IT,Marketing,Sponsorship,Various Suppliers,2266.28,2203.2,63.08,2.86,On Track,A.Johnson,
TXN-1455,Aug-23,2,Markets,Operations,Subscriptions,Various Suppliers,2796.26,2531.03,265.23,10.48,Monitor,M.Chen,
TXN-1456,May-24,11,Markets,Staff Costs,Recruitment,Various Suppliers,31743.21,31092.27,650.94,2.09,On Track,A.Johnson,
TXN-1457,May-24,11,Markets,Staff Costs,Benefits,Various Suppliers,22235.85,23950.2,-1714.35,-7.16,Monitor,S.Patel,
TXN-1458,Sep-23,3,HR,Staff Costs,Training,KPMG Training,43809.46,41410.82,2398.64,5.79,Monitor,S.Patel,
TXN-1459,Apr-24,10,Retail Banking,Technology,Software Licenses,Microsoft,19205.74,20389.51,-1183.77,-5.81,Monitor,A.Johnson,
TXN-1460,Apr-24,10,Insurance,Marketing,Advertising,oOh!media,9911.66,9750.36,161.3,1.65,On Track,R.Wong,
TXN-1461,May-24,11,HR,Marketing,Events,Various Suppliers,3936.8,3853.97,82.83,2.15,On Track,J.Smith,
TXN-1462,Mar-24,9,Risk,Marketing,Sponsorship,Various Suppliers,1883.24,1980.11,-96.87,-4.89,On Track,M.Chen,
TXN-1463,Sep-23,3,Insurance,Technology,Cloud Services,AWS,12719.43,13961.56,-1242.13,-8.9,Monitor,A.Johnson,
TXN-1464,Oct-23,4,Wealth Management,Marketing,Digital Marketing,Various Suppliers,10974.25,11883.3,-909.05,-7.65,Monitor,J.Smith,
TXN-1465,Aug-23,2,IT,Marketing,Print,Various Suppliers,10351.18,10391.94,-40.76,-0.39,On Track,J.Smith,
TXN-1466,Jun-24,12,Risk,Marketing,Sponsorship,Various Suppliers,1793.97,1668.26,125.71,7.54,Monitor,R.Wong,
TXN-1467,Apr-24,10,Risk,Staff Costs,Salaries,Payroll Direct,68502.41,73537.0,-5034.59,-6.85,Approved,S.Patel,
TXN-1468,Jan-24,7,Markets,Professional Fees,Advisory,Various Suppliers,6498.63,6206.73,291.9,4.7,On Track,M.Chen,
TXN-1469,Apr-24,10,Risk,Operations,Entertainment,Various Suppliers,5051.62,5434.49,-382.87,-7.05,Monitor,M.Chen,
TXN-1470,Jul-23,1,HR,Occupancy,Maintenance,Various Suppliers,9419.46,9972.67,-553.21,-5.55,Monitor,S.Patel,
TXN-1471,Nov-23,5,HR,Operations,Postage,Various Suppliers,2045.43,2239.43,-194.0,-8.66,Monitor,A.Johnson,
TXN-1472,Dec-23,6,Markets,Operations,Entertainment,Various Suppliers,2661.26,2507.65,153.61,6.13,Monitor,A.Johnson,
TXN-1473,Jun-24,12,HR,Marketing,Digital Marketing,Various Suppliers,6425.6,5987.34,438.26,7.32,Monitor,S.Patel,
TXN-1474,Jun-24,12,Finance,Professional Fees,Audit Fees,PwC,11949.49,12846.13,-896.64,-6.98,Monitor,M.Chen,
TXN-1475,Jul-23,1,Insurance,Staff Costs,Recruitment,Various Suppliers,78688.39,81908.85,-3220.46,-3.93,On Track,S.Patel,
TXN-1476,Dec-23,6,HR,Marketing,Print,Various Suppliers,8333.51,7903.4,430.11,5.44,Monitor,A.Johnson,
TXN-1477,Apr-24,10,HR,Technology,IT Support,Various Suppliers,10622.6,11339.95,-717.35,-6.33,Monitor,S.Patel,
TXN-1478,Jun-24,12,Business Banking,Occupancy,Rent,GPT Group,3943.37,4222.42,-279.05,-6.61,Monitor,M.Chen,
TXN-1479,Oct-23,4,Insurance,Operations,Printing,Various Suppliers,7993.25,8014.48,-21.23,-0.26,On Track,J.Smith,
TXN-1480,Feb-24,8,Wealth Management,Operations,Printing,Various Suppliers,3073.36,3139.96,-66.6,-2.12,On Track,S.Patel,
TXN-1481,Jun-24,12,Markets,Professional Fees,Advisory,Various Suppliers,23359.92,22043.4,1316.52,5.97,Monitor,S.Patel,
TXN-1482,May-24,11,Finance,Marketing,Print,Various Suppliers,584.5,642.88,-58.38,-9.08,Monitor,S.Patel,
TXN-1483,Mar-24,9,Risk,Marketing,Digital Marketing,Various Suppliers,8370.75,8340.18,30.57,0.37,On Track,S.Patel,
TXN-1484,Nov-23,5,Operations,Occupancy,Maintenance,Various Suppliers,6578.84,6601.59,-22.75,-0.34,On Track,M.Chen,
TXN-1485,Jul-23,1,Risk,Professional Fees,Consulting,Boston Consulting,33851.33,34903.43,-1052.1,-3.01,On Track,S.Patel,
TXN-1486,Nov-23,5,IT,Professional Fees,Advisory,Various Suppliers,28320.95,31123.33,-2802.38,-9.0,Monitor,M.Chen,
TXN-1487,Dec-23,6,Insurance,Operations,Subscriptions,Various Suppliers,10925.05,11300.58,-375.53,-3.32,On Track,R.Wong,
TXN-1488,Nov-23,5,Wealth Management,Operations,Subscriptions,Various Suppliers,3878.52,3855.85,22.67,0.59,On Track,S.Patel,
TXN-1489,Jun-24,12,Finance,Technology,Hardware,Various Suppliers,7389.72,6980.81,408.91,5.86,Monitor,S.Patel,
TXN-1490,Jan-24,7,Operations,Occupancy,Maintenance,Various Suppliers,11811.45,10908.54,902.91,8.28,Monitor,J.Smith,
TXN-1491,May-24,11,Risk,Marketing,Sponsorship,Various Suppliers,5930.53,5568.23,362.3,6.51,Monitor,J.Smith,
TXN-1492,May-24,11,IT,Marketing,Digital Marketing,Various Suppliers,1121.71,1201.18,-79.47,-6.62,Monitor,M.Chen,
TXN-1493,Oct-23,4,Operations,Professional Fees,Compliance,Various Suppliers,10728.97,11506.59,-777.62,-6.76,Monitor,M.Chen,
TXN-1494,Aug-23,2,HR,Occupancy,Utilities,Origin Energy,15055.48,13564.12,1491.36,10.99,Monitor,S.Patel,
TXN-1495,Oct-23,4,Wealth Management,Marketing,Events,Various Suppliers,9529.93,10063.13,-533.2,-5.3,Monitor,M.Chen,
TXN-1496,Apr-24,10,IT,Operations,Entertainment,Various Suppliers,5433.79,5409.23,24.56,0.45,On Track,J.Smith,
TXN-1497,Jul-23,1,Finance,Technology,Hardware,Various Suppliers,25138.17,26429.51,-1291.34,-4.89,On Track,R.Wong,
TXN-1498,Oct-23,4,Retail Banking,Operations,Postage,Various Suppliers,3102.06,3335.95,-233.89,-7.01,Monitor,S.Patel,
TXN-1499,Sep-23,3,Business Banking,Professional Fees,Compliance,Various Suppliers,11680.81,12437.36,-756.55,-6.08,Monitor,S.Patel,
TXN-1500,Nov-23,5,HR,Operations,Subscriptions,Various Suppliers,5487.15,5692.13,-204.98,-3.6,On Track,M.Chen,
